conn_hash	stmt_id	exec_id	exec_time	sql_type	exe_status	db_ip	client_ip	client_host	app_name	db_user	sql_hash	from_tbs	select_cols	sql_stmt	stmt_bind_vars
conn_8216480881201710614	1	3	2024-11-19 02:45:11	SELECT	FAILURE	192.168.244.247	10.0.209.95	ERP_USER_HOST102	SQL*Plus	IX	sql_6922f9f28de373a4	employees	id	SELECT id FROM employees WHERE commission = 728.73 AND last_update_by = 'Alice Johnson' AND department = 'Sales' AND last_update_by = 'Alice Johnson'	728.73, 'Alice Johnson', 'Sales', 'Alice Johnson'
conn_6660997032102702101	2	1	2024-11-16 02:47:46	SELECT	SUCCESS	192.168.98.121	10.0.225.118	ERP_USER_HOST101	WEB App	IX	sql_1f9f7fb2b6529dfc	departments	commission, produc_name, comm, updated_by, department	SELECT commission, produc_name, comm, updated_by, department FROM departments WHERE name LIKE 'B%' AND department = 'Sales' AND salary < 5628 AND age > 45 AND event_date BETWEEN '2024-11-23 02:41:07' AND '2024-11-23 02:41:07'  AND department = 'Sales' AND created_by = 'Bob Brown'	'B%', 'Sales', 5628, 45, '2024-11-23 02:41:07', '2024-11-23 02:41:07', 'Sales', 'Bob Brown'
conn_3216072258382364426	1	3	2024-11-16 02:50:57	ALTER	FAILURE	192.168.171.211	10.0.158.135	ERP_USER_HOST102	ERP	ANONYMOUS	sql_92a1492852fea50d	departments	N/A	ALTER TABLE departments ADD COLUMN attribute01 DATE	
conn_15204356696329352007	1	2	2024-11-19 02:43:33	SELECT	SUCCESS	192.168.79.156	10.0.80.231	ERP_USER_HOST104	ERP	SH	sql_7df99b5f46965626	salaries	creation_dae, age, created_by, created_by	SELECT creation_dae, age, created_by, created_by FROM salaries WHERE commission = 979.58 AND last_update_by = 'Charlie Davis' AND salary < 8023 AND salary < 8023 AND last_update_by = 'Charlie Davis' AND salary < 8023 AND salary < 8023 AND age > 37	979.58, 'Charlie Davis', 8023, 8023, 'Charlie Davis', 8023, 8023, 37
conn_15803055954702064595	1	3	2024-11-19 02:48:06	UPDATE	SUCCESS	192.168.70.150	10.0.193.23	ERP_USER_HOST101	WEB App	IX	sql_70bd9f0f3c2cb89f	employees	N/A	UPDATE employees SET salary = 5846 WHERE age > 31 AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND commission = 175.87 AND created_by = 'Charlie Davis' AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND name LIKE 'C%' AND age > 31	31, '2024-11-18 02:41:07', '2024-11-23 02:41:07', '2024-11-18 02:41:07', '2024-11-23 02:41:07', 175.87, 'Charlie Davis', '2024-11-18 02:41:07', '2024-11-23 02:41:07', 'C%', 31
conn_15701736004117042936	1	3	2024-11-20 02:47:23	SELECT	SUCCESS	192.168.161.15	10.0.231.158	ERP_USER_HOST103	ERP	PM	sql_654ff84d1fcdeb64	projects	department, id	SELECT department, id FROM projects WHERE name LIKE 'C%' AND department = 'Sales' AND commission = 518.73 AND event_date BETWEEN '2024-11-21 02:41:07' AND '2024-11-23 02:41:07'  AND name LIKE 'C%'	'C%', 'Sales', 518.73, '2024-11-21 02:41:07', '2024-11-23 02:41:07', 'C%'
conn_7751697539618778886	1	3	2024-11-17 02:44:37	DELETE	FAILURE	192.168.145.49	10.0.229.219	ERP_USER_HOST101	PL/SQL Developer	ANONYMOUS	sql_3e6da272b2be4cca	events	N/A	DELETE FROM events WHERE created_by = 'Bob Brown' AND name LIKE 'C%' AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND last_update_by = 'Alice Johnson'	'Bob Brown', 'C%', '2024-11-20 02:41:07', '2024-11-23 02:41:07', 'Alice Johnson'
conn_2558384430449384312	1	2	2024-11-19 02:45:20	SELECT	FAILURE	192.168.34.244	10.0.92.116	ERP_USER_HOST103	WEB App	HR	sql_99949ff8bb51994b	salaries	updated_date	SELECT updated_date FROM salaries WHERE age > 35 AND commission = 172.75 AND department = 'HR' AND commission = 172.75 AND salary < 9063	35, 172.75, 'HR', 172.75, 9063
conn_14447753133512831833	1	2	2024-11-18 02:46:26	SELECT	SUCCESS	192.168.197.113	10.0.178.101	ERP_USER_HOST103	ERP	APEX_040000	sql_8b81ff9723697c0c	logs	comm, creation_dae, age, event_date, department, updated_by, created_by, creation_dae, event_date	SELECT comm, creation_dae, age, event_date, department, updated_by, created_by, creation_dae, event_date FROM logs WHERE event_date BETWEEN '2024-11-21 02:41:07' AND '2024-11-23 02:41:07'  AND age > 39 AND department = 'HR' AND name LIKE 'B%' AND commission = 584.15 AND last_update_by = 'Bob Brown'	'2024-11-21 02:41:07', '2024-11-23 02:41:07', 39, 'HR', 'B%', 584.15, 'Bob Brown'
conn_15204356696329352007	1	3	2024-11-19 02:45:23	ALTER	SUCCESS	192.168.76.50	10.0.30.97	ERP_USER_HOST101	WEB App	SYSTEM	sql_9dc85075a4c3372f	logs	N/A	ALTER TABLE logs ADD COLUMN attribute01 INT	
conn_8374149793875123906	1	2	2024-11-16 02:43:14	SELECT	SUCCESS	192.168.42.120	10.0.175.56	ERP_USER_HOST105	WEB App	APEX_040000	sql_1b5f32d61360f513	employees	comm, department	SELECT comm, department FROM employees WHERE last_update_by = 'Bob Brown' AND salary < 8232 AND salary < 8232 AND age > 29 AND event_date BETWEEN '2024-11-21 02:41:07' AND '2024-11-23 02:41:07' 	'Bob Brown', 8232, 8232, 29, '2024-11-21 02:41:07', '2024-11-23 02:41:07'
conn_18015526489310259025	1	2	2024-11-19 02:45:23	INSERT	SUCCESS	192.168.45.60	10.0.250.17	ERP_USER_HOST101	SQL Developer	SH	sql_e1c69539d019f9d6	products	N/A	INSERT INTO products (id, name, age, salary) VALUES (56, 'Bob Brown', 27, 9032)	
conn_1638508602592703167	1	2	2024-11-19 02:41:26	INSERT	FAILURE	192.168.116.54	10.0.156.168	ERP_USER_HOST101	ERP	SYSTEM	sql_1e6517ce4c6568c4	departments	N/A	INSERT INTO departments (id, name, age, salary) VALUES (60, 'John Doe', 49, 8709)	
conn_7613392604119316494	1	2	2024-11-17 02:44:47	SELECT	SUCCESS	192.168.134.181	10.0.118.230	ERP_USER_HOST103	WEB App	ANONYMOUS	sql_ecb2122ff0244f75	employees	updated_date, updated_by, department	SELECT updated_date, updated_by, department FROM employees WHERE name LIKE 'B%' AND age > 32 AND last_update_by = 'Alice Johnson' AND commission = 778.09 AND last_update_by = 'Alice Johnson' AND salary < 8621 AND name LIKE 'B%'	'B%', 32, 'Alice Johnson', 778.09, 'Alice Johnson', 8621, 'B%'
conn_15701736004117042936	2	1	2024-11-20 02:53:00	SELECT	FAILURE	192.168.24.141	10.0.90.70	ERP_USER_HOST101	ERP	ANONYMOUS	sql_dca93c3c98d9cacd	projects	event_date, product, salary, produc_name, salary, created_by	SELECT event_date, product, salary, produc_name, salary, created_by FROM projects WHERE name LIKE 'A%' AND created_by = 'Charlie Davis' AND commission = 534.76 AND commission = 534.76 AND commission = 534.76 AND created_by = 'Charlie Davis' AND commission = 534.76	'A%', 'Charlie Davis', 534.76, 534.76, 534.76, 'Charlie Davis', 534.76
conn_7751697539618778886	2	1	2024-11-17 02:46:17	UPDATE	FAILURE	192.168.196.221	10.0.23.252	ERP_USER_HOST102	ERP	SYS	sql_bbb4791435918593	logs	N/A	UPDATE logs SET salary = 9473 WHERE last_update_by = 'Bob Brown' AND name LIKE 'A%' AND age > 44 AND department = 'Sales'	'Bob Brown', 'A%', 44, 'Sales'
conn_13331526357950274029	1	3	2024-11-18 02:47:18	SELECT	FAILURE	192.168.14.178	10.0.121.158	ERP_USER_HOST101	WEB App	SCOTT	sql_c220619805d854a1	departments	commission, creation_dae, product, updated_by, commission, creation_dae, comm, age, department, comm, comm, product, id	SELECT commission, creation_dae, product, updated_by, commission, creation_dae, comm, age, department, comm, comm, product, id FROM departments WHERE department = 'Engineering' AND age > 35 AND age > 35 AND last_update_by = 'Jane Smith' AND salary < 4664 AND salary < 4664	'Engineering', 35, 35, 'Jane Smith', 4664, 4664
conn_16996186170054508421	1	2	2024-11-18 02:46:57	SELECT	FAILURE	192.168.246.169	10.0.105.75	ERP_USER_HOST103	ERP	ANONYMOUS	sql_ad05044b879ebfdb	projects	comm, updated_date, age, creation_dae, department, age, product, department	SELECT comm, updated_date, age, creation_dae, department, age, product, department FROM projects WHERE department = 'Sales' AND commission = 974.49 AND commission = 974.49 AND created_by = 'Bob Brown' AND event_date BETWEEN '2024-11-19 02:41:07' AND '2024-11-23 02:41:07'  AND age > 24	'Sales', 974.49, 974.49, 'Bob Brown', '2024-11-19 02:41:07', '2024-11-23 02:41:07', 24
conn_3216072258382364426	2	1	2024-11-16 02:51:43	SELECT	FAILURE	192.168.55.199	10.0.171.234	ERP_USER_HOST105	ERP	SYS	sql_75e6649fc04f3ae8	events	commission, age, produc_name, created_by, comm	SELECT commission, age, produc_name, created_by, comm FROM events WHERE age > 48 AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND name LIKE 'B%' AND department = 'HR' AND name LIKE 'B%'	48, '2024-11-20 02:41:07', '2024-11-23 02:41:07', '2024-11-20 02:41:07', '2024-11-23 02:41:07', 'B%', 'HR', 'B%'
conn_6667939579189332186	1	2	2024-11-18 02:44:43	SELECT	FAILURE	192.168.124.227	10.0.214.125	ERP_USER_HOST101	WEB App	APEX_040000	sql_8f7893e7ba9e134a	products	event_date, event_date, event_date, produc_name, salary, event_date, age	SELECT event_date, event_date, event_date, produc_name, salary, event_date, age FROM products WHERE name LIKE 'C%' AND commission = 470.83 AND department = 'Sales' AND last_update_by = 'Alice Johnson'	'C%', 470.83, 'Sales', 'Alice Johnson'
conn_14447753133512831833	1	3	2024-11-18 02:50:04	SELECT	SUCCESS	192.168.54.202	10.0.122.134	ERP_USER_HOST104	ERP	SH	sql_5d789222418c0daa	employees	commission, product, produc_name, price, department, event_date, created_by, commission, creation_dae, event_date, commission, creation_dae, updated_by	SELECT commission, product, produc_name, price, department, event_date, created_by, commission, creation_dae, event_date, commission, creation_dae, updated_by FROM employees WHERE salary < 8110 AND name LIKE 'A%' AND salary < 8110 AND department = 'Engineering' AND created_by = 'Alice Johnson' AND salary < 8110 AND last_update_by = 'John Doe'	8110, 'A%', 8110, 'Engineering', 'Alice Johnson', 8110, 'John Doe'
conn_7613392604119316494	1	3	2024-11-17 02:46:27	SELECT	SUCCESS	192.168.186.66	10.0.24.252	ERP_USER_HOST104	ERP	SYS	sql_008b8e53d1c38e1b	employees	department	SELECT department FROM employees WHERE department = 'Engineering' AND age > 41 AND salary < 7520 AND last_update_by = 'Jane Smith'	'Engineering', 41, 7520, 'Jane Smith'
conn_15204356696329352007	2	1	2024-11-19 02:48:44	DELETE	FAILURE	192.168.173.77	10.0.108.109	ERP_USER_HOST101	ERP	HR	sql_55447371c60fa0eb	users	N/A	DELETE FROM users WHERE last_update_by = 'Alice Johnson' AND name LIKE 'A%' AND commission = 791.37 AND name LIKE 'A%'	'Alice Johnson', 'A%', 791.37, 'A%'
conn_18015526489310259025	1	3	2024-11-19 02:48:27	SELECT	SUCCESS	192.168.106.132	10.0.244.69	ERP_USER_HOST102	ERP	PM	sql_dc08ed57500f8c7f	departments	age, salary, age, id, price, age	SELECT age, salary, age, id, price, age FROM departments WHERE last_update_by = 'Jane Smith' AND commission = 681.44 AND last_update_by = 'Jane Smith' AND commission = 681.44 AND age > 45 AND department = 'Engineering' AND department = 'Engineering' AND event_date BETWEEN '2024-11-17 02:41:07' AND '2024-11-23 02:41:07' 	'Jane Smith', 681.44, 'Jane Smith', 681.44, 45, 'Engineering', 'Engineering', '2024-11-17 02:41:07', '2024-11-23 02:41:07'
conn_6660997032102702101	2	2	2024-11-16 02:49:48	UPDATE	FAILURE	192.168.192.169	10.0.216.143	ERP_USER_HOST102	ERP	OE	sql_6ace2b3da7db1f32	logs	N/A	UPDATE logs SET salary = 5104 WHERE commission = 698.35 AND last_update_by = 'Charlie Davis' AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND salary < 6594 AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND salary < 6594 AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07' 	698.35, 'Charlie Davis', '2024-11-18 02:41:07', '2024-11-23 02:41:07', 6594, '2024-11-18 02:41:07', '2024-11-23 02:41:07', 6594, '2024-11-18 02:41:07', '2024-11-23 02:41:07', '2024-11-18 02:41:07', '2024-11-23 02:41:07'
conn_8374149793875123906	1	3	2024-11-16 02:46:38	INSERT	SUCCESS	192.168.165.248	10.0.246.203	ERP_USER_HOST102	WEB App	HR	sql_237951ce99834335	projects	N/A	INSERT INTO projects (id, name, age, salary) VALUES (55, 'Bob Brown', 39, 5405)	
conn_4342488938832067318	1	2	2024-11-19 02:46:34	DELETE	SUCCESS	192.168.5.53	10.0.243.207	ERP_USER_HOST105	ERP	SYS	sql_0d56116166d1f93c	users	N/A	DELETE FROM users WHERE department = 'Engineering' AND commission = 247.52 AND event_date BETWEEN '2024-11-19 02:41:07' AND '2024-11-23 02:41:07'  AND salary < 9106 AND event_date BETWEEN '2024-11-19 02:41:07' AND '2024-11-23 02:41:07'  AND created_by = 'John Doe'	'Engineering', 247.52, '2024-11-19 02:41:07', '2024-11-23 02:41:07', 9106, '2024-11-19 02:41:07', '2024-11-23 02:41:07', 'John Doe'
conn_5752252094973410709	1	2	2024-11-16 02:44:01	INSERT	SUCCESS	192.168.246.87	10.0.141.168	ERP_USER_HOST101	Toad	SH	sql_e1c69539d019f9d6	products	N/A	INSERT INTO products (id, name, age, salary) VALUES (32, 'Alice Johnson', 20, 5698)	
conn_18365025783177537740	1	2	2024-11-17 02:44:35	SELECT	FAILURE	192.168.40.146	10.0.45.43	ERP_USER_HOST105	Toad	IX	sql_08d841afb531ecf3	events	updated_date, age, created_by, salary, created_by, commission, price, product	SELECT updated_date, age, created_by, salary, created_by, commission, price, product FROM events WHERE event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND commission = 339.66 AND commission = 339.66 AND name LIKE 'B%' AND age > 44 AND last_update_by = 'Bob Brown'	'2024-11-18 02:41:07', '2024-11-23 02:41:07', 339.66, 339.66, 'B%', 44, 'Bob Brown'
conn_18015526489310259025	2	1	2024-11-19 02:52:37	ALTER	SUCCESS	192.168.64.98	10.0.180.129	ERP_USER_HOST104	WEB App	OE	sql_daf74b678853064a	orders	N/A	ALTER TABLE orders ADD COLUMN attribute02 VARCHAR(255)	
conn_15701736004117042936	2	2	2024-11-20 02:54:41	SELECT	FAILURE	192.168.171.212	10.0.212.2	ERP_USER_HOST101	WEB App	SYSTEM	sql_4226279b9942c054	orders	comm	SELECT comm FROM orders WHERE department = 'Sales' AND salary < 6152 AND name LIKE 'B%' AND last_update_by = 'John Doe'	'Sales', 6152, 'B%', 'John Doe'
conn_1638508602592703167	1	3	2024-11-19 02:43:03	SELECT	SUCCESS	192.168.162.14	10.0.34.68	ERP_USER_HOST101	PL/SQL Developer	SCOTT	sql_cefe057900c28343	projects	price, event_date, updated_by, id, price, created_by, price, creation_dae, updated_by	SELECT price, event_date, updated_by, id, price, created_by, price, creation_dae, updated_by FROM projects WHERE department = 'Engineering' AND department = 'Engineering' AND department = 'Engineering' AND event_date BETWEEN '2024-11-23 02:41:07' AND '2024-11-23 02:41:07' 	'Engineering', 'Engineering', 'Engineering', '2024-11-23 02:41:07', '2024-11-23 02:41:07'
conn_11975845756062970046	1	2	2024-11-17 02:45:02	DELETE	SUCCESS	192.168.140.138	10.0.182.185	ERP_USER_HOST104	WEB App	APEX_040000	sql_4f1f0c84b76a087b	logs	N/A	DELETE FROM logs WHERE last_update_by = 'John Doe' AND department = 'HR' AND commission = 137.08 AND commission = 137.08 AND commission = 137.08 AND created_by = 'John Doe' AND salary < 4707	'John Doe', 'HR', 137.08, 137.08, 137.08, 'John Doe', 4707
conn_10957620957532258388	1	2	2024-11-18 02:46:31	SELECT	SUCCESS	192.168.95.19	10.0.204.95	ERP_USER_HOST105	Toad	ANONYMOUS	sql_c3d84f0a6d8b140b	tasks	id, created_by, comm, department, price, age, age, created_by, age, created_by, id	SELECT id, created_by, comm, department, price, age, age, created_by, age, created_by, id FROM tasks WHERE department = 'HR' AND last_update_by = 'Bob Brown' AND department = 'HR' AND salary < 3633 AND event_date BETWEEN '2024-11-17 02:41:07' AND '2024-11-23 02:41:07'  AND created_by = 'Charlie Davis' AND commission = 837.38 AND created_by = 'Charlie Davis'	'HR', 'Bob Brown', 'HR', 3633, '2024-11-17 02:41:07', '2024-11-23 02:41:07', 'Charlie Davis', 837.38, 'Charlie Davis'
conn_16023181263865345522	1	2	2024-11-17 02:44:21	DELETE	FAILURE	192.168.217.187	10.0.182.107	ERP_USER_HOST102	ERP	HR	sql_2313a3bdf4e1a420	employees	N/A	DELETE FROM employees WHERE last_update_by = 'Alice Johnson' AND name LIKE 'B%' AND salary < 8936 AND name LIKE 'B%'	'Alice Johnson', 'B%', 8936, 'B%'
conn_8216480881201710614	2	1	2024-11-19 02:49:44	SELECT	FAILURE	192.168.43.131	10.0.123.191	ERP_USER_HOST102	ERP	SH	sql_91a073d2cc531566	products	commission, comm, id, comm	SELECT commission, comm, id, comm FROM products WHERE name LIKE 'A%' AND event_date BETWEEN '2024-11-22 02:41:07' AND '2024-11-23 02:41:07'  AND department = 'Sales' AND last_update_by = 'Charlie Davis' AND event_date BETWEEN '2024-11-22 02:41:07' AND '2024-11-23 02:41:07'  AND name LIKE 'A%' AND last_update_by = 'Charlie Davis'	'A%', '2024-11-22 02:41:07', '2024-11-23 02:41:07', 'Sales', 'Charlie Davis', '2024-11-22 02:41:07', '2024-11-23 02:41:07', 'A%', 'Charlie Davis'
conn_14447753133512831833	2	1	2024-11-18 02:54:50	SELECT	SUCCESS	192.168.160.227	10.0.21.236	ERP_USER_HOST102	ERP	HR	sql_039b8a8447a35c70	users	product, updated_date, creation_dae, product, id, updated_date, department, commission, event_date, creation_dae, created_by	SELECT product, updated_date, creation_dae, product, id, updated_date, department, commission, event_date, creation_dae, created_by FROM users WHERE commission = 317.31 AND last_update_by = 'Bob Brown' AND commission = 317.31 AND department = 'HR' AND commission = 317.31	317.31, 'Bob Brown', 317.31, 'HR', 317.31
conn_7751697539618778886	2	2	2024-11-17 02:51:02	SELECT	FAILURE	192.168.81.238	10.0.166.16	ERP_USER_HOST105	ERP	SYS	sql_c197624474d2d210	orders	salary	SELECT salary FROM orders WHERE age > 35 AND department = 'HR' AND age > 35 AND salary < 6190 AND name LIKE 'B%' AND age > 35	35, 'HR', 35, 6190, 'B%', 35
conn_3216072258382364426	2	2	2024-11-16 02:52:14	SELECT	FAILURE	192.168.211.199	10.0.179.225	ERP_USER_HOST102	ERP	SYSTEM	sql_f23ea73ea121ebdb	orders	event_date	SELECT event_date FROM orders WHERE name LIKE 'A%' AND name LIKE 'A%' AND event_date BETWEEN '2024-11-19 02:41:07' AND '2024-11-23 02:41:07'  AND name LIKE 'A%'	'A%', 'A%', '2024-11-19 02:41:07', '2024-11-23 02:41:07', 'A%'
conn_5818403015405067643	1	2	2024-11-18 02:44:30	SELECT	SUCCESS	192.168.13.101	10.0.84.97	ERP_USER_HOST105	WEB App	ANONYMOUS	sql_c173e52bae0437ee	tasks	comm	SELECT comm FROM tasks WHERE event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND salary < 5124 AND department = 'Engineering' AND department = 'Engineering' AND created_by = 'Charlie Davis' AND created_by = 'Charlie Davis' AND age > 32	'2024-11-20 02:41:07', '2024-11-23 02:41:07', 5124, 'Engineering', 'Engineering', 'Charlie Davis', 'Charlie Davis', 32
conn_1387222248136425417	1	2	2024-11-19 02:46:40	SELECT	FAILURE	192.168.250.143	10.0.214.149	ERP_USER_HOST104	ERP	HR	sql_033cecfe1aa66ff4	employees	commission, comm, creation_dae, event_date, created_by, salary, age, updated_by, product	SELECT commission, comm, creation_dae, event_date, created_by, salary, age, updated_by, product FROM employees WHERE event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07'  AND age > 20 AND last_update_by = 'Charlie Davis' AND commission = 542.63 AND created_by = 'John Doe' AND event_date BETWEEN '2024-11-18 02:41:07' AND '2024-11-23 02:41:07' 	'2024-11-18 02:41:07', '2024-11-23 02:41:07', 20, 'Charlie Davis', 542.63, 'John Doe', '2024-11-18 02:41:07', '2024-11-23 02:41:07'
conn_13578757632426401295	1	2	2024-11-16 02:41:52	DELETE	SUCCESS	192.168.176.51	10.0.254.194	ERP_USER_HOST105	WEB App	SYS	sql_e871245e9c61e9f1	orders	N/A	DELETE FROM orders WHERE event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND age > 34 AND created_by = 'John Doe' AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND last_update_by = 'Bob Brown' AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07'  AND event_date BETWEEN '2024-11-20 02:41:07' AND '2024-11-23 02:41:07' 	'2024-11-20 02:41:07', '2024-11-23 02:41:07', 34, 'John Doe', '2024-11-20 02:41:07', '2024-11-23 02:41:07', 'Bob Brown', '2024-11-20 02:41:07', '2024-11-23 02:41:07', '2024-11-20 02:41:07', '2024-11-23 02:41:07', '2024-11-20 02:41:07', '2024-11-23 02:41:07'
conn_6667939579189332186	1	3	2024-11-18 02:45:43	SELECT	FAILURE	192.168.64.143	10.0.7.171	ERP_USER_HOST104	ERP	ANONYMOUS	sql_2cf6e6ced07c6c63	departments	updated_date, age, salary, updated_date, age, created_by, salary, updated_date, updated_date, creation_dae, updated_by	SELECT updated_date, age, salary, updated_date, age, created_by, salary, updated_date, updated_date, creation_dae, updated_by FROM departments WHERE age > 34 AND commission = 110.27 AND created_by = 'Jane Smith' AND created_by = 'Jane Smith' AND event_date BETWEEN '2024-11-22 02:41:07' AND '2024-11-23 02:41:07'  AND salary < 8102 AND department = 'Sales'	34, 110.27, 'Jane Smith', 'Jane Smith', '2024-11-22 02:41:07', '2024-11-23 02:41:07', 8102, 'Sales'
conn_396016303895343836	1	3	2024-11-18 02:50:51	SELECT	FAILURE	192.168.171.76	10.0.246.239	ERP_USER_HOST101	ERP	IX	sql_d361bbefdc907980	tasks	age	SELECT age FROM tasks WHERE commission = 942.44 AND commission = 942.44 AND created_by = 'Alice Johnson' AND salary < 5151 AND name LIKE 'C%' AND name LIKE 'C%' AND commission = 942.44	942.44, 942.44, 'Alice Johnson', 5151, 'C%', 'C%', 942.44
